SN,Code,Name
635,ICRA,ICRA Limited
636,IDBI,IDBI Bank Limited
637,IDEA,Vodafone Idea Limited
638,IDFC,IDFC Limited
639,IDFCFIRSTB,IDFC First Bank Limited
640,IEX,Indian Energy Exchange Limited
641,IFBAGRO,IFB Agro Industries Limited
642,IFBIND,IFB Industries Limited
643,IFCI,IFCI Limited
644,IFGLEXPOR,IFGL Refractories Limited
645,IGARASHI,Igarashi Motors India Limited
646,IGL,Indraprastha Gas Limited
647,IGPL,IG Petrochemicals Limited
648,IIFL,IIFL Finance Limited
649,IIFLSEC,IIFL Securities Limited
650,IIFLWAM,Iifl Wealth Management Limited
651,IITL,Industrial Investment Trust Limited
652,IL&FSENGG,IL&FS Engineering and Construction Company Limited
653,IL&FSTRANS,IL&FS Transportation Networks Limited
654,IMAGICAA,Imagicaaworld Entertainment Limited
655,IMFA,Indian Metals & Ferro Alloys Limited
656,IMPAL,India Motor Parts and Accessories Limited
657,IMPEXFERRO,Impex Ferro Tech Limited
658,INDBANK,Indbank Merchant Banking Services Limited
659,INDHOTEL,The Indian Hotels Company Limited
660,INDIACEM,The India Cements Limited
661,INDIAGLYCO,India Glycols Limited
662,INDIAMART,Indiamart Intermesh Limited
663,INDIANB,Indian Bank
664,INDIANCARD,Indian Card Clothing Company Limited
665,INDIANHUME,Indian Hume Pipe Company Limited
666,INDIGO,InterGlobe Aviation Limited
667,INDIGOPNTS,Indigo Paints Limited
668,INDLMETER,IMP Powers Limited
669,INDNIPPON,India Nippon Electricals Limited
670,INDOCO,Indoco Remedies Limited
671,INDORAMA,Indo Rama Synthetics (India) Limited
672,INDOSOLAR,Indosolar Limited
673,INDOSTAR,IndoStar Capital Finance Limited
674,INDOTECH,Indo Tech Transformers Limited
675,INDOTHAI,Indo Thai Securities Limited
676,INDOWIND,Indowind Energy Limited
677,INDRAMEDCO,Indraprastha Medical Corporation Limited
678,INDSWFTLAB,Ind-Swift Laboratories Limited
679,INDTERRAIN,Indian Terrain Fashions Limited
680,INDUSINDBK,IndusInd Bank Limited
681,INDUSTOWER,Indus Towers Limited
682,INEOSSTYRO,INEOS Styrolution India Limited
683,INFIBEAM,Infibeam Avenues Limited
684,INFOBEAN,InfoBeans Technologies Limited
685,INFOMEDIA,Infomedia Press Limited
686,INFY,Infosys Limited
687,INGERRAND,Ingersoll Rand (India) Limited
688,INOXLEISUR,INOX Leisure Limited
689,INOXWIND,Inox Wind Limited
690,INSECTICID,Insecticides (India) Limited
691,INSPIRISYS,Inspirisys Solutions Limited
692,INTEGRA,Integra Garments and Textiles Limited
693,INTELLECT,Intellect Design Arena Limited
694,INTENTECH,Intense Technologies Limited
695,INVENTURE,Inventure Growth & Securities Limited
696,IOB,Indian Overseas Bank
697,IOC,Indian Oil Corporation Limited
698,IOLCP,IOL Chemicals and Pharmaceuticals Limited
699,IPCALAB,IPCA Laboratories Limited
700,IRB,IRB Infrastructure Developers Limited
701,IRCON,Ircon International Limited
702,IRCTC,Indian Railway Catering And Tourism Corporation Limited
703,IRFC,Indian Railway Finance Corporation Limited
704,IRISDOREME,Iris Clothings Limited
705,ISEC,ICICI Securities Limited
706,ISFT,Intrasoft Technologies Limited
707,ISMTLTD,ISMT Limited
708,ITC,ITC Limited
709,ITDC,India Tourism Development Corporation Limited
710,ITDCEM,ITD Cementation India Limited
711,ITI,ITI Limited
712,IVC,IL&FS Investment Managers Limited
713,IVP,IVP Limited
714,IZMO,IZMO Limited
715,J&KBANK,The Jammu & Kashmir Bank Limited
716,JAGRAN,Jagran Prakashan Limited
717,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited
718,JAIBALAJI,Jai Balaji Industries Limited
719,JAICORPLTD,Jai Corp Limited
720,JAINSTUDIO,Jain Studios Limited
721,JAMNAAUTO,Jamna Auto Industries Limited
722,JASH,Jash Engineering Limited
723,JAYAGROGN,Jayant Agro Organics Limited
724,JAYBARMARU,Jay Bharat Maruti Limited
725,JAYNECOIND,Jayaswal Neco Industries Limited
726,JAYSREETEA,Jayshree Tea & Industries Limited
727,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited
728,JBFIND,JBF Industries Limited
729,JBMA,JBM Auto Limited
730,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited
731,JETAIRWAYS,Jet Airways (India) Limited
732,JHS,JHS Svendgaard Laboratories Limited
733,JIKIND,JIK Industries Limited
734,JINDALPHOT,Jindal Photo Limited
735,JINDALPOLY,Jindal Poly Films Limited
736,JINDALSAW,Jindal Saw Limited
737,JINDALSTEL,Jindal Steel & Power Limited
738,JINDRILL,Jindal Drilling And Industries Limited
739,JINDWORLD,Jindal Worldwide Limited
740,JISLDVREQS,Jain Irrigation Systems Limited
741,JISLJALEQS,Jain Irrigation Systems Limited
742,JITFINFRA,JITF Infralogistics Limited
743,JIYAECO,Jiya Eco-Products Limited
744,JKCEMENT,JK Cement Limited
745,JKIL,J.Kumar Infraprojects Limited
746,JKLAKSHMI,JK Lakshmi Cement Limited
747,JKPAPER,JK Paper Limited
748,JKTYRE,JK Tyre & Industries Limited
749,JMA,Jullundur Motor Agency (Delhi) Limited
750,JMCPROJECT,JMC Projects (India)  Limited
751,JMFINANCIL,JM Financial Limited
752,JMTAUTOLTD,JMT Auto Limited
753,JOCIL,Jocil Limited
754,JPASSOCIAT,Jaiprakash Associates Limited
755,JPINFRATEC,Jaypee Infratech Limited
756,JPPOWER,Jaiprakash Power Ventures Limited
757,JSL,Jindal Stainless Limited
758,JSLHISAR,Jindal Stainless (Hisar) Limited
759,JSWENERGY,JSW Energy Limited
760,JSWHL,JSW Holdings Limited
761,JSWISPL,JSW Ispat Special Products Limited
762,JSWSTEEL,JSW Steel Limited
763,JTEKTINDIA,Jtekt India Limited
764,JUBLFOOD,Jubilant Foodworks Limited
765,JUBLINDS,Jubilant Industries Limited
766,JUBLPHARMA,Jubilant Pharmova Limited
767,JUMPNET,Jump Networks Limited
768,JUSTDIAL,Just Dial Limited
769,JYOTHYLAB,Jyothy Labs Limited
770,KABRAEXTRU,Kabra Extrusion Technik Limited
771,KAJARIACER,Kajaria Ceramics Limited
772,KAKATCEM,Kakatiya Cement Sugar & Industries Limited
773,KALPATPOWR,Kalpataru Power Transmission Limited
774,KALYANI,Kalyani Commercials Limited
775,KALYANIFRG,Kalyani Forge Limited
776,KAMATHOTEL,Kamat Hotels (I) Limited
777,KAMDHENU,Kamdhenu Limited
778,KANANIIND,Kanani Industries Limited
779,KANORICHEM,Kanoria Chemicals & Industries Limited
780,KANPRPLA,Kanpur Plastipack Limited
781,KANSAINER,Kansai Nerolac Paints Limited
782,KAPSTON,Kapston Facilities Management Limited
783,KARDA,Karda Constructions Limited
784,KARMAENG,Karma Energy Limited
785,KARURVYSYA,Karur Vysya Bank Limited
786,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited
787,KAYA,Kaya Limited
788,KCP,KCP Limited
789,KCPSUGIND,KCP Sugar and Industries Corporation Limited
790,KDDL,KDDL Limited
791,KEC,KEC International Limited
792,KECL,Kirloskar Electric Company Limited
793,KEERTI,Keerti Knowledge and Skills Limited
794,KEI,KEI Industries Limited
795,KELLTONTEC,Kellton Tech Solutions Limited
796,KENNAMET,Kennametal India Limited
797,KERNEX,Kernex Microsystems (India) Limited
798,KESORAMIND,Kesoram Industries Limited
799,KEYFINSERV,Keynote Financial Services Limited
800,KGL,Karuturi Global Limited
801,KHADIM,Khadim India Limited
802,KHAICHEM,Khaitan Chemicals & Fertilizers Limited
803,KHANDSE,Khandwala Securities Limited
804,KICL,Kalyani Investment Company Limited
805,KILITCH,Kilitch Drugs (India) Limited
806,KINGFA,Kingfa Science & Technology (India) Limited
807,KIOCL,KIOCL Limited
808,KIRIINDUS,Kiri Industries Limited
809,KIRLFER,Kirloskar Ferrous Industries Ltd
810,KIRLOSBROS,Kirloskar Brothers Limited
811,KIRLOSENG,Kirloskar Oil Engines Limited
812,KIRLOSIND,Kirloskar Industries Limited
813,KITEX,Kitex Garments Limited
814,KKCL,Kewal Kiran Clothing Limited
815,KMSUGAR,K.M.Sugar Mills Limited
816,KNRCON,KNR Constructions Limited
817,KOKUYOCMLN,Kokuyo Camlin Limited
818,KOLTEPATIL,Kolte - Patil Developers Limited
819,KOPRAN,Kopran Limited
820,KOTAKBANK,Kotak Mahindra Bank Limited
821,KOTARISUG,Kothari Sugars And Chemicals Limited
822,KOTHARIPET,Kothari Petrochemicals Limited
823,KOTHARIPRO,Kothari Products Limited
824,KPITTECH,KPIT Technologies Limited
825,KPRMILL,K.P.R. Mill Limited
826,KRBL,KRBL Limited
827,KREBSBIO,Krebs Biochemicals and Industries Limited
828,KRIDHANINF,Kridhan Infra Limited
829,KRISHANA,Krishana Phoschem Limited
830,KSB,Ksb Limited
831,KSCL,Kaveri Seed Company Limited
832,KSL,Kalyani Steels Limited
833,KTKBANK,The Karnataka Bank Limited
834,KUANTUM,Kuantum Papers Limited
835,L&TFH,L&T Finance Holdings Limited
836,LAKPRE,Lakshmi Precision Screws Limited
837,LALPATHLAB,Dr. Lal Path Labs Ltd.
838,LAMBODHARA,Lambodhara Textiles Limited
839,LAOPALA,La Opala RG Limited
840,LASA,Lasa Supergenerics Limited
841,LAURUSLABS,Laurus Labs Limited
842,LAXMIMACH,Lakshmi Machine Works Limited
843,LEMONTREE,Lemon Tree Hotels Limited
844,LFIC,Lakshmi Finance & Industrial Corporation Limited
845,LGBBROSLTD,LG Balakrishnan & Bros Limited
846,LGBFORGE,LGB Forge Limited
847,LIBAS,Libas Consumer Products Limited
848,LIBERTSHOE,Liberty Shoes Limited
849,LICHSGFIN,LIC Housing Finance Limited
850,LIKHITHA,Likhitha Infrastructure Limited
851,LINCOLN,Lincoln Pharmaceuticals Limited
852,LINCPEN,Linc Pen & Plastics Limited
853,LINDEINDIA,Linde India Limited
854,LOKESHMACH,Lokesh Machines Limited
855,LOTUSEYE,Lotus Eye Hospital and Institute Limited
856,LOVABLE,Lovable Lingerie Limited
857,LPDC,Landmark Property Development Company Limited
858,LSIL,Lloyds Steels Industries Limited
859,LT,Larsen & Toubro Limited
860,LTI,Larsen & Toubro Infotech Limited
861,LTTS,L&T Technology Services Limited
862,LUMAXIND,Lumax Industries Limited
863,LUMAXTECH,Lumax Auto Technologies Limited
864,LUPIN,Lupin Limited
865,LUXIND,Lux Industries Limited
866,LYKALABS,Lyka Labs Limited
867,LYPSAGEMS,Lypsa Gems & Jewellery Limited
868,M&M,Mahindra & Mahindra Limited
869,M&MFIN,Mahindra & Mahindra Financial Services Limited
870,MAANALU,Maan Aluminium Limited
871,MACPOWER,Macpower CNC Machines Limited
872,MADHAV,Madhav Marbles and Granites Limited
873,MADHUCON,Madhucon Projects Limited
874,MADRASFERT,Madras Fertilizers Limited
875,MAGADSUGAR,Magadh Sugar & Energy Limited
876,MAGMA,Magma Fincorp Limited
877,MAGNUM,Magnum Ventures Limited
878,MAHABANK,Bank of Maharashtra
879,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited
880,MAHASTEEL,Mahamaya Steel Industries Limited
881,MAHEPC,Mahindra EPC Irrigation Limited
882,MAHESHWARI,Maheshwari Logistics Limited
883,MAHINDCIE,Mahindra CIE Automotive Limited
884,MAHLIFE,Mahindra Lifespace Developers Limited
885,MAHLOG,Mahindra Logistics Limited
886,MAHSCOOTER,Maharashtra Scooters Limited
887,MAHSEAMLES,Maharashtra Seamless Limited
888,MAITHANALL,Maithan Alloys Limited
889,MAJESCO,Majesco Limited
890,MALUPAPER,Malu Paper Mills Limited
891,MANAKALUCO,Manaksia Aluminium Company Limited
892,MANAKCOAT,Manaksia Coated Metals & Industries Limited
893,MANAKSIA,Manaksia Limited
894,MANAKSTEEL,Manaksia Steels Limited
895,MANALIPETC,Manali Petrochemicals Limited
896,MANAPPURAM,Manappuram Finance Limited
897,MANGALAM,Mangalam Drugs And Organics Limited
898,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited
899,MANGLMCEM,Mangalam Cement Limited
900,MANGTIMBER,Mangalam Timber Products Limited
901,MANINDS,Man Industries (India) Limited
902,MANINFRA,Man Infraconstruction Limited
903,MANUGRAPH,Manugraph India Limited
904,MARALOVER,Maral Overseas Limited
905,MARATHON,Marathon Nextgen Realty Limited
906,MARICO,Marico Limited
907,MARINE,Marine Electricals (India) Limited
908,MARKSANS,Marksans Pharma Limited
909,MARUTI,Maruti Suzuki India Limited
910,MASFIN,MAS Financial Services Limited
911,MASKINVEST,Mask Investments Limited
912,MASTEK,Mastek Limited
913,MATRIMONY,Matrimony.Com Limited
914,MAWANASUG,Mawana Sugars Limited
915,MAXHEALTH,Max Healthcare Institute Limited
916,MAXIND,Max India Limited
917,MAXVIL,Max Ventures and Industries Limited
918,MAYURUNIQ,Mayur Uniquoters Ltd
919,MAZDA,Mazda Limited
920,MAZDOCK,Mazagon Dock Shipbuilders Limited
921,MBAPL,Madhya Bharat Agro Products Limited
922,MBECL,Mcnally Bharat Engineering Company Limited
923,MBLINFRA,MBL Infrastructures Limited
924,MCDHOLDING,McDowell Holdings Limited
925,MCDOWELL-N,United Spirits Limited
926,MCL,Madhav Copper Limited
927,MCLEODRUSS,Mcleod Russel India Limited
928,MCX,Multi Commodity Exchange of India Limited
929,MEGASOFT,Megasoft Limited
930,MEGH,Meghmani Organics Limited
931,MELSTAR,Melstar Information Technologies Limited
932,MENONBE,Menon Bearings Limited
933,MEP,MEP Infrastructure Developers Limited
934,MERCATOR,Mercator Limited
935,METALFORGE,Metalyst Forgings Limited
936,METROPOLIS,Metropolis Healthcare Limited
937,MFSL,Max Financial Services Limited
938,MGEL,Mangalam Global Enterprise Limited
939,MGL,Mahanagar Gas Limited
940,MHRIL,Mahindra Holidays & Resorts India Limited
941,MIC,MIC Electronics Limited
942,MIDHANI,Mishra Dhatu Nigam Limited
943,MINDACORP,Minda Corporation Limited
944,MINDAIND,Minda Industries Limited
945,MINDTECK,Mindteck (India) Limited
946,MINDTREE,MindTree Limited
947,MIRCELECTR,MIRC Electronics Limited
948,MIRZAINT,Mirza International Limited
949,MITTAL,Mittal Life Style Limited
950,MMFL,MM Forgings Limited
951,MMP,MMP Industries Limited
952,MMTC,MMTC Limited
953,MODIRUBBER,Modi Rubber Limited
954,MOHITIND,Mohit Industries Limited
955,MOHOTAIND,Mohota Industries Limited
956,MOIL,MOIL Limited
957,MOLDTECH,Mold-Tek Technologies Limited
958,MOLDTKPAC,Mold-Tek Packaging Limited
959,MONTECARLO,Monte Carlo Fashions Limited
960,MORARJEE,Morarjee Textiles Limited
961,MOREPENLAB,Morepen Laboratories Limited
962,MOTHERSUMI,Motherson Sumi Systems Limited
963,MOTILALOFS,Motilal Oswal Financial Services Limited
964,MOTOGENFIN,The Motor & General Finance Limited
965,MPHASIS,MphasiS Limited
966,MPSLTD,MPS Limited
967,MRF,MRF Limited
968,MRO-TEK,MRO-TEK Realty Limited
969,MRPL,Mangalore Refinery and Petrochemicals Limited
970,MSPL,MSP Steel & Power Limited
971,MSTCLTD,Mstc Limited
972,MTEDUCARE,MT Educare Limited
973,MTNL,Mahanagar Telephone Nigam Limited
974,MUKANDENGG,Mukand Engineers Limited
975,MUKANDLTD,Mukand Limited
976,MUKTAARTS,Mukta Arts Limited
977,MUNJALAU,Munjal Auto Industries Limited
978,MUNJALSHOW,Munjal Showa Limited
979,MURUDCERA,Murudeshwar Ceramics Limited
980,MUTHOOTCAP,Muthoot Capital Services Limited
981,MUTHOOTFIN,Muthoot Finance Limited
982,NACLIND,NACL Industries Limited
983,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited
984,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited
985,NAGREEKEXP,Nagreeka Exports Limited
986,NAHARCAP,Nahar Capital and Financial Services Limited
987,NAHARINDUS,Nahar Industrial Enterprises Limited
988,NAHARPOLY,Nahar Poly Films Limited
989,NAHARSPING,Nahar Spinning Mills Limited
990,NAM-INDIA,Nippon Life India Asset Management Limited
991,NATCOPHARM,Natco Pharma Limited
992,NATHBIOGEN,Nath Bio-Genes (India) Limited
993,NATIONALUM,National Aluminium Company Limited
994,NATNLSTEEL,National Steel And Agro Industries Limited
995,NAUKRI,Info Edge (India) Limited
996,NAVINFLUOR,Navin Fluorine International Limited
997,NAVKARCORP,Navkar Corporation Limited
998,NAVNETEDUL,Navneet Education Limited
999,NBCC,NBCC (India) Limited
1000,NBIFIN,N. B. I. Industrial Finance Company Limited
1001,NBVENTURES,Nava Bharat Ventures Limited
1002,NCC,NCC Limited
1003,NCLIND,NCL Industries Limited
1004,NDGL,Naga Dhunseri Group Limited
1005,NDL,Nandan Denim Limited
1006,NDRAUTO,Ndr Auto Components Limited
1007,NDTV,New Delhi Television Limited
1008,NECCLTD,North Eastern Carrying Corporation Limited
1009,NECLIFE,Nectar Lifesciences Limited
1010,NELCAST,Nelcast Limited
1011,NELCO,NELCO Limited
1012,NEOGEN,Neogen Chemicals Limited
1013,NESCO,Nesco Limited
1014,NESTLEIND,Nestle India Limited
1015,NETWORK18,Network18 Media & Investments Limited
1016,NEULANDLAB,Neuland Laboratories Limited
1017,NEWGEN,Newgen Software Technologies Limited
1018,NEXTMEDIA,Next Mediaworks Limited
1019,NFL,National Fertilizers Limited
1020,NH,Narayana Hrudayalaya Ltd.
1021,NHPC,NHPC Limited
1022,NIACL,The New India Assurance Company Limited
1023,NIBL,NRB Industrial Bearings Limited
1024,NIITLTD,NIIT Limited
1025,NILAINFRA,Nila Infrastructures Limited
1026,NILASPACES,Nila Spaces Limited
1027,NILKAMAL,Nilkamal Limited
1028,NIPPOBATRY,Indo-National Limited
1029,NIRAJ,Niraj Cement Structurals Limited
1030,NIRAJISPAT,Niraj Ispat Industries Limited
1031,NITCO,Nitco Limited
1032,NITINFIRE,Nitin Fire Protection Industries Limited
1033,NITINSPIN,Nitin Spinners Limited
1034,NKIND,NK Industries Limited
1035,NLCINDIA,NLC India Limited
1036,NMDC,NMDC Limited
1037,NOCIL,NOCIL Limited
1038,NOIDATOLL,Noida Toll Bridge Company Limited
1039,NORBTEAEXP,Norben Tea & Exports Limited
1040,NOVARTIND,Novartis India Limited
1041,NRAIL,N R Agarwal Industries Limited
1042,NRBBEARING,NRB Bearing Limited
1043,NSIL,Nalwa Sons Investments Limited
1044,NTL,Neueon Towers Limited
1045,NTPC,NTPC Limited
1046,NUCLEUS,Nucleus Software Exports Limited
1047,NURECA,Nureca Limited
1048,NXTDIGITAL,NXTDIGITAL LIMITED
1049,OAL,Oriental Aromatics Limited
1050,OBEROIRLTY,Oberoi Realty Limited
1051,OCCL,Oriental Carbon & Chemicals Limited
1052,OFSS,Oracle Financial Services Software Limited
1053,OIL,Oil India Limited
1054,OILCOUNTUB,Oil Country Tubular Limited
1055,OLECTRA,Olectra Greentech Limited
1056,OMAXAUTO,Omax Autos Limited
1057,OMAXE,Omaxe Limited
1058,OMINFRAL,OM INFRA LIMITED
1059,OMKARCHEM,Omkar Speciality Chemicals Limited
1060,ONELIFECAP,Onelife Capital Advisors Limited
1061,ONEPOINT,One Point One Solutions Limited
1062,ONGC,Oil & Natural Gas Corporation Limited
1063,ONMOBILE,OnMobile Global Limited
1064,ONWARDTEC,Onward Technologies Limited
1065,OPTIEMUS,Optiemus Infracom Limited
1066,OPTOCIRCUI,Opto Circuits (India) Limited
1067,ORBTEXP,Orbit Exports Limited
1068,ORCHPHARMA,Orchid Pharma Limited
1069,ORICONENT,Oricon Enterprises Limited
1070,ORIENTABRA,Orient Abrasives Limited
1071,ORIENTALTL,Oriental Trimex Limited
1072,ORIENTBELL,Orient Bell Limited
1073,ORIENTCEM,Orient Cement Limited
1074,ORIENTELEC,Orient Electric Limited
1075,ORIENTHOT,Oriental Hotels Limited
1076,ORIENTLTD,Orient Press Limited
1077,ORIENTPPR,Orient Paper & Industries Limited
1078,ORIENTREF,Orient Refractories Limited
1079,ORISSAMINE,The Orissa Minerals Development Company Limited
1080,ORTEL,Ortel Communications Limited
1081,OSWALAGRO,Oswal Agro Mills Limited
1082,PAEL,PAE Limited
1083,PAGEIND,Page Industries Limited
1084,PAISALO,Paisalo Digital Limited
1085,PALASHSECU,Palash Securities Limited
1086,PALREDTEC,Palred Technologies Limited
1087,PANACEABIO,Panacea Biotec Limited
1088,PANACHE,Panache Digilife Limited
1089,PANAMAPET,Panama Petrochem Limited
1090,PARACABLES,Paramount Communications Limited
1091,PARAGMILK,Parag Milk Foods Limited
1092,PARSVNATH,Parsvnath Developers Limited
1093,PATELENG,Patel Engineering Limited
1094,PATINT-RE,Patel Integrated - Rights Entitlement
1095,PATINTLOG,Patel Integrated Logistics Limited
1096,PATSPINLTD,Patspin India Limited
1097,PCJEWELLER,PC Jeweller Limited
1098,PDMJEPAPER,Pudumjee Paper Products Limited
1099,PDSMFL,PDS Multinational Fashions Limited
1100,PEARLPOLY,Pearl Polymers Limited
1101,PEL,Piramal Enterprises Limited
1102,PENIND,Pennar Industries Limited
1103,PENINLAND,Peninsula Land Limited
1104,PERSISTENT,Persistent Systems Limited
1105,PETRONET,Petronet LNG Limited
1106,PFC,Power Finance Corporation Limited
1107,PFIZER,Pfizer Limited
1108,PFOCUS,Prime Focus Limited
1109,PFS,PTC India Financial Services Limited
1110,PGEL,PG Electroplast Limited
1111,PGHH,Procter & Gamble Hygiene and Health Care Limited
1112,PGHL,Procter & Gamble Health Limited
1113,PGIL,Pearl Global Industries Limited
1114,PHILIPCARB,Phillips Carbon Black Limited
1115,PHOENIXLTD,The Phoenix Mills Limited
1116,PIDILITIND,Pidilite Industries Limited
1117,PIIND,PI Industries Limited
1118,PILANIINVS,Pilani Investment and Industries Corporation Limited
1119,PILITA,PIL ITALICA LIFESTYLE LIMITED
1120,PIONDIST,Pioneer Distilleries Limited
1121,PIONEEREMB,Pioneer Embroideries Limited
1122,PITTIENG,Pitti Engineering Limited
1123,PKTEA,The Peria Karamalai Tea & Produce Company Limited
1124,PLASTIBLEN,Plastiblends India Limited
1125,PNB,Punjab National Bank
1126,PNBGILTS,PNB Gilts Limited
1127,PNBHOUSING,PNB Housing Finance Limited
1128,PNC,Pritish Nandy Communications Limited
1129,PNCINFRA,PNC Infratech Limited
1130,PODDARHOUS,Poddar Housing and Development Limited
1131,PODDARMENT,Poddar Pigments Limited
1132,POKARNA,Pokarna Limited
1133,POLYCAB,Polycab India Limited
1134,POLYMED,Poly Medicure Limited
1135,POLYPLEX,Polyplex Corporation Limited
1136,PONNIERODE,Ponni Sugars (Erode) Limited
1137,POWERGRID,Power Grid Corporation of India Limited
1138,POWERINDIA,ABB Power Products and Systems India Limited
1139,POWERMECH,Power Mech Projects Limited
1140,PPAP,PPAP Automotive Limited
1141,PPL,Prakash Pipes Limited
1142,PRABHAT,Prabhat Dairy Limited
1143,PRAENG,Prajay Engineers Syndicate Limited
1144,PRAJIND,Praj Industries Limited
1145,PRAKASH,Prakash Industries Limited
1146,PRAKASHSTL,Prakash Steelage Limited
1147,PRAXIS,Praxis Home Retail Limited
1148,PRECAM,Precision Camshafts Limited
1149,PRECOT,Precot Limited
1150,PRECWIRE,Precision Wires India Limited
1151,PREMEXPLN,Premier Explosives Limited
1152,PREMIER,Premier Limited
1153,PREMIERPOL,Premier Polyfilm Limited
1154,PRESSMN,Pressman Advertising Limited
1155,PRESTIGE,Prestige Estates Projects Limited
1156,PRICOLLTD,Pricol Limited
1157,PRIMESECU,Prime Securities Limited
1158,PRINCEPIPE,Prince Pipes And Fittings Limited
1159,PRIVISCL,Privi Speciality Chemicals Limited
1160,PROZONINTU,Prozone Intu Properties Limited
1161,PRSMJOHNSN,Prism Johnson Limited
1162,PSB,Punjab & Sind Bank
1163,PSPPROJECT,PSP Projects Limited
1164,PTC,PTC India Limited
1165,PTL,PTL Enterprises Limited
1166,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited
1167,PUNJLLOYD,Punj Lloyd Limited
1168,PURVA,Puravankara Limited
1169,PVR,PVR Limited
1170,QUESS,Quess Corp Limited
1171,QUICKHEAL,Quick Heal Technologies Limited
1172,RADAAN,Radaan Mediaworks India Limited
1173,RADICO,Radico Khaitan Limited
1174,RADIOCITY,Music Broadcast Limited
1175,RAILTEL,Railtel Corporation Of India Limited
1176,RAIN,Rain Industries Limited
1177,RAJESHEXPO,Rajesh Exports Limited
1178,RAJMET,Rajnandini Metal Limited
1179,RAJRATAN,Rajratan Global Wire Limited
1180,RAJRAYON,Raj Rayon Industries Limited
1181,RAJSREESUG,Rajshree Sugars & Chemicals Limited
1182,RAJTV,Raj Television Network Limited
1183,RALLIS,Rallis India Limited
1184,RAMANEWS,Shree Rama Newsprint Limited
1185,RAMASTEEL,Rama Steel Tubes Limited
1186,RAMCOCEM,The Ramco Cements Limited
1187,RAMCOIND,Ramco Industries Limited
1188,RAMCOSYS,Ramco Systems Limited
1189,RAMKY,Ramky Infrastructure Limited
1190,RANASUG,Rana Sugars Limited
1191,RANEENGINE,Rane Engine Valve Limited
1192,RANEHOLDIN,Rane Holdings Limited
1193,RATNAMANI,Ratnamani Metals & Tubes Limited
1194,RAYMOND,Raymond Limited
1195,RBL,Rane Brake Lining Limited
1196,RBLBANK,RBL Bank Limited
1197,RCF,Rashtriya Chemicals and Fertilizers Limited
1198,RCOM,Reliance Communications Limited
1199,RECLTD,REC Limited
1200,REDINGTON,Redington (India) Limited
1201,REFEX,Refex Industries Limited
1202,RELAXO,Relaxo Footwears Limited
1203,RELCAPITAL,Reliance Capital Limited
1204,RELIANCE,Reliance Industries Limited
1205,RELIGARE,Religare Enterprises Limited
1206,RELINFRA,Reliance Infrastructure Limited
1207,REMSONSIND,Remsons Industries Limited
1208,RENUKA,Shree Renuka Sugars Limited
1209,REPCOHOME,Repco Home Finance Limited
1210,REPL,Rudrabhishek Enterprises Limited
1211,REPRO,Repro India Limited
1212,RESPONIND,Responsive Industries Limited
1213,REVATHI,Revathi Equipment Limited
1214,RGL,Renaissance Global Limited
1215,RHFL,Reliance Home Finance Limited
1216,RICOAUTO,Rico Auto Industries Limited
1217,RIIL,Reliance Industrial Infrastructure Limited
1218,RITES,RITES Limited
1219,RKDL,Ravi Kumar Distilleries Limited
1220,RKEC,RKEC Projects Limited
1221,RKFORGE,Ramkrishna Forgings Limited
1222,RMCL,Radha Madhav Corporation Limited
1223,RML,Rane (Madras) Limited
1224,RNAVAL,Reliance Naval and Engineering Limited
1225,ROHLTD,Royal Orchid Hotels Limited
1226,ROLLT,Rollatainers Limited
1227,ROLTA,Rolta India Limited
1228,ROML,Raj Oil Mills Limited
1229,ROSSARI,Rossari Biotech Limited
1230,ROSSELLIND,Rossell India Limited
1231,ROUTE,ROUTE MOBILE LIMITED
1232,RPGLIFE,RPG Life Sciences Limited
1233,RPOWER,Reliance Power Limited
1234,RPPINFRA,R.P.P. Infra Projects Limited
1235,RPSGVENT,RPSG VENTURES LIMITED
1236,RSSOFTWARE,R. S. Software (India) Limited
1237,RSWM,RSWM Limited
1238,RSYSTEMS,R Systems International Limited
1239,RTNINFRA,RattanIndia Infrastructure Limited
1240,RTNPOWER,RattanIndia Power Limited
1241,RUBYMILLS,The Ruby Mills Limited
1242,RUCHI,Ruchi Soya Industries Limited
1243,RUCHINFRA,Ruchi Infrastructure Limited
1244,RUCHIRA,Ruchira Papers Limited
1245,RUPA,Rupa & Company Limited
1246,RUSHIL,Rushil Decor Limited
1247,RVHL,Ravinder Heights Limited
1248,RVNL,Rail Vikas Nigam Limited
1249,S&SPOWER,S&S Power Switchgears Limited
1250,SABEVENTS,Sab Events & Governance Now Media Limited
1251,SABTN,Sri Adhikari Brothers Television Network Limited
1252,SADBHAV,Sadbhav Engineering Limited
1253,SADBHIN,Sadbhav Infrastructure Project Limited
1254,SAFARI,Safari Industries (India) Limited
